whiskey_name,brand,type,age,abv,region,cask_type,bottling_type,retail_price_usd,is_limited_edition,release_year,average_rating,award_wins,rating_category,category
Glenfiddich 24 Sherry Cask,Glenfiddich,Rye,24,55.5,USA,Sherry,Single Malt,220.45,False,2001,96.1,2,Excellent,Exclusive
Jameson NAS Wine Cask,Jameson,Scotch,0,53.0,Islay,Wine,Cask Strength,482.57,False,1998,88.8,4,Medium,Luxury
Ardbeg 11 Port Cask,Ardbeg,Bourbon,11,42.6,Tennessee,Port,Single Malt,473.44,False,2017,91.9,2,High,Luxury
Yamazaki 16 Wine Cask,Yamazaki,Rye,16,59.1,Canada,Wine,Blended,410.93,False,1994,93.7,1,High,Luxury
Ardbeg 8 Rum Cask,Ardbeg,Scotch,8,41.1,Speyside,Rum,Cask Strength,292.6,False,2000,86.6,2,Medium,Luxury
Buffalo Trace 18 Rum Cask,Buffalo Trace,Scotch,18,44.0,Lowlands,Rum,Single Malt,397.53,False,2003,94.2,1,High,Luxury
Lagavulin 25 Rum Cask,Lagavulin,Rye,25,43.0,USA,Rum,Single Cask,118.06,False,2024,92.9,2,High,Premium
Macallan 6 Bourbon Cask,Macallan,Bourbon,6,52.6,Kentucky,Bourbon,Single Malt,43.73,False,2015,86.4,0,Medium,Basic
Jameson 27 Sherry Cask,Jameson,Japanese,27,44.9,Honshu,Sherry,Blended,66.89,True,2003,93.4,1,High,Standard
Buffalo Trace NAS Rum Cask,Buffalo Trace,Rye,0,43.1,USA,Rum,Single Cask,523.37,False,2007,86.7,3,Medium,Luxury
Buffalo Trace 24 Tequila Cask,Buffalo Trace,Bourbon,24,52.4,Tennessee,Tequila,Blended,490.8,False,1990,91.2,1,High,Luxury
Ardbeg 21 Rum Cask,Ardbeg,Scotch,21,59.4,Highlands,Rum,Blended,412.69,False,1991,92.2,0,High,Luxury
Ardbeg 8 Tequila Cask,Ardbeg,Japanese,8,56.9,Honshu,Tequila,Single Malt,156.03,False,2003,91.2,1,High,Exclusive
Jack Daniel's 17 Sherry Cask,Jack Daniel's,Scotch,17,43.0,Islay,Sherry,Single Cask,373.84,False,2011,92.0,1,High,Luxury
Buffalo Trace NAS Tequila Cask,Buffalo Trace,Rye,0,52.8,Unknown,Tequila,Single Malt,355.12,False,2025,85.7,1,Medium,Luxury
Balvenie 7 Wine Cask,Balvenie,Irish,7,55.2,Dublin,Wine,Single Cask,226.79,False,2007,89.3,0,Medium,Exclusive
Macallan 9 Port Cask,Macallan,Bourbon,9,41.6,Kentucky,Port,Single Malt,405.95,True,2025,86.3,1,Medium,Luxury
Ardbeg 7 Port Cask,Ardbeg,Irish,7,51.1,Dublin,Port,Blended,241.38,False,1991,88.6,1,Medium,Exclusive
Macallan 18 Tequila Cask,Macallan,Japanese,18,43.1,Honshu,Tequila,Single Malt,42.1,False,1997,89.2,0,Medium,Basic
Yamazaki 9 Sherry Cask,Yamazaki,Scotch,9,59.4,Highlands,Sherry,Single Malt,269.24,False,1999,88.3,1,Medium,Exclusive
Lagavulin 21 Sherry Cask,Lagavulin,Irish,21,41.9,Cork,Sherry,Cask Strength,391.71,False,2003,92.6,0,High,Luxury
Jack Daniel's NAS Wine Cask,Jack Daniel's,Irish,0,40.7,Dublin,Wine,Blended,170.49,True,2018,84.7,2,Low,Exclusive
Ardbeg 11 Sherry Cask,Ardbeg,Bourbon,11,45.3,Kentucky,Sherry,Blended,175.23,False,2007,90.1,1,High,Exclusive
Highland Park 24 Rum Cask,Highland Park,Scotch,24,53.1,Speyside,Rum,Single Malt,325.66,False,2013,91.8,0,High,Luxury
Ardbeg 16 Rum Cask,Ardbeg,Scotch,16,45.9,Highlands,Rum,Blended,378.49,True,2012,94.3,2,High,Luxury
Highland Park 12 Wine Cask,Highland Park,Rye,12,55.2,USA,Wine,Cask Strength,495.3,False,2016,88.6,0,Medium,Luxury
Jameson 8 Rum Cask,Jameson,Japanese,8,57.5,Honshu,Rum,Single Cask,487.6,False,2016,89.2,1,Medium,Luxury
Balvenie 5 Tequila Cask,Balvenie,Japanese,5,55.5,Honshu,Tequila,Single Malt,74.83,False,2009,86.6,1,Medium,Standard
Balvenie 20 Bourbon Cask,Balvenie,Bourbon,20,51.0,Tennessee,Bourbon,Blended,33.63,False,2009,92.9,2,High,Basic
Yamazaki 14 Tequila Cask,Yamazaki,Bourbon,14,47.0,Kentucky,Tequila,Single Cask,101.03,False,2020,92.9,0,High,Premium
Lagavulin 11 Port Cask,Lagavulin,Irish,11,49.6,Dublin,Port,Blended,391.64,True,1994,86.6,0,Medium,Luxury
Lagavulin 13 Rum Cask,Lagavulin,Rye,13,42.6,Canada,Rum,Single Malt,69.55,False,2005,90.5,1,High,Standard
Jack Daniel's 29 Bourbon Cask,Jack Daniel's,Japanese,29,43.6,Hokkaido,Bourbon,Blended,502.6,False,1999,95.4,2,Excellent,Luxury
Lagavulin 26 Sherry Cask,Lagavulin,Rye,26,43.6,USA,Sherry,Single Cask,513.02,True,1991,95.0,2,Excellent,Luxury
Buffalo Trace 15 Tequila Cask,Buffalo Trace,Rye,15,42.2,USA,Tequila,Cask Strength,43.59,False,2023,93.8,2,High,Basic
Lagavulin 3 Bourbon Cask,Lagavulin,Rye,3,59.5,Canada,Bourbon,Cask Strength,472.45,False,2017,89.7,3,Medium,Luxury
Ardbeg 17 Port Cask,Ardbeg,Scotch,17,53.6,Lowlands,Port,Single Cask,420.44,True,2007,91.6,0,High,Luxury
Ardbeg 12 Rum Cask,Ardbeg,Scotch,12,41.8,Speyside,Rum,Cask Strength,186.47,False,2017,89.7,1,Medium,Exclusive
Highland Park 28 Port Cask,Highland Park,Bourbon,28,57.2,Kentucky,Port,Cask Strength,307.87,False,1997,95.2,2,Excellent,Luxury
Lagavulin 26 Sherry Cask,Lagavulin,Japanese,26,44.3,Honshu,Sherry,Single Cask,510.26,False,2001,95.0,2,Excellent,Luxury
Buffalo Trace 20 Sherry Cask,Buffalo Trace,Japanese,20,58.9,Honshu,Sherry,Cask Strength,378.63,False,2005,97.5,3,Excellent,Luxury
Buffalo Trace 28 Tequila Cask,Buffalo Trace,Rye,28,44.2,Canada,Tequila,Blended,546.53,False,2023,94.7,0,High,Luxury
Jack Daniel's 19 Rum Cask,Jack Daniel's,Scotch,19,56.5,Islay,Rum,Single Cask,377.12,False,2015,93.7,3,High,Luxury
Highland Park NAS Rum Cask,Highland Park,Rye,0,50.5,USA,Rum,Single Cask,69.79,False,2009,83.0,1,Low,Standard
Jack Daniel's 25 Port Cask,Jack Daniel's,Japanese,25,55.8,Hokkaido,Port,Blended,374.9,False,2023,93.0,0,High,Luxury
Lagavulin 7 Bourbon Cask,Lagavulin,Irish,7,43.8,Cork,Bourbon,Cask Strength,26.3,False,2010,90.0,0,High,Basic
Jameson 16 Sherry Cask,Jameson,Japanese,16,53.2,Honshu,Sherry,Blended,253.24,False,2021,92.7,3,High,Exclusive
Buffalo Trace 22 Sherry Cask,Buffalo Trace,Bourbon,22,43.1,Tennessee,Sherry,Single Cask,254.07,True,2013,93.1,1,High,Exclusive
Buffalo Trace 22 Port Cask,Buffalo Trace,Rye,22,45.4,Canada,Port,Blended,517.17,False,2000,94.0,2,High,Luxury
Buffalo Trace 3 Bourbon Cask,Buffalo Trace,Japanese,3,56.5,Honshu,Bourbon,Single Cask,353.13,False,2024,90.0,2,High,Luxury
Buffalo Trace 12 Tequila Cask,Buffalo Trace,Rye,12,45.0,USA,Tequila,Single Malt,257.19,False,2008,87.3,1,Medium,Exclusive
Macallan 20 Tequila Cask,Macallan,Japanese,20,57.2,Honshu,Tequila,Cask Strength,136.17,False,2019,92.3,0,High,Exclusive
Lagavulin 8 Rum Cask,Lagavulin,Rye,8,52.0,USA,Rum,Single Malt,352.96,False,1991,88.5,0,Medium,Luxury
Ardbeg 3 Tequila Cask,Ardbeg,Rye,3,58.0,Canada,Tequila,Blended,221.5,False,2004,86.7,0,Medium,Exclusive
Yamazaki 28 Sherry Cask,Yamazaki,Rye,28,45.4,USA,Sherry,Blended,138.09,False,2000,95.3,1,Excellent,Exclusive
Yamazaki NAS Bourbon Cask,Yamazaki,Rye,0,53.8,USA,Bourbon,Blended,47.22,True,2005,87.4,1,Medium,Basic
Balvenie 9 Bourbon Cask,Balvenie,Rye,9,48.4,USA,Bourbon,Single Malt,34.55,False,2004,89.1,0,Medium,Basic
Ardbeg NAS Bourbon Cask,Ardbeg,Rye,0,43.2,USA,Bourbon,Blended,390.19,False,2006,91.1,5,High,Luxury
Yamazaki 25 Rum Cask,Yamazaki,Bourbon,25,57.6,Tennessee,Rum,Single Cask,366.51,False,2005,94.3,3,High,Luxury
Yamazaki 28 Rum Cask,Yamazaki,Irish,28,41.8,Cork,Rum,Blended,301.58,False,1995,94.5,1,High,Luxury
Buffalo Trace 17 Rum Cask,Buffalo Trace,Scotch,17,47.5,Islay,Rum,Cask Strength,79.82,False,2002,92.4,1,High,Standard
Lagavulin 10 Rum Cask,Lagavulin,Japanese,10,46.3,Hokkaido,Rum,Single Malt,503.07,False,2021,90.2,1,High,Luxury
Macallan 23 Bourbon Cask,Macallan,Irish,23,59.0,Cork,Bourbon,Single Malt,333.36,False,2016,97.0,4,Excellent,Luxury
Glenfiddich 13 Tequila Cask,Glenfiddich,Scotch,13,47.8,Lowlands,Tequila,Cask Strength,87.17,True,2022,89.3,1,Medium,Standard
Yamazaki 4 Sherry Cask,Yamazaki,Irish,4,43.1,Cork,Sherry,Single Cask,216.01,False,2022,87.4,3,Medium,Exclusive
Glenfiddich 8 Wine Cask,Glenfiddich,Rye,8,40.5,USA,Wine,Cask Strength,406.5,False,1995,90.3,2,High,Luxury
Balvenie 19 Wine Cask,Balvenie,Bourbon,19,44.7,Tennessee,Wine,Blended,134.43,False,2011,94.7,1,High,Exclusive
Buffalo Trace 4 Port Cask,Buffalo Trace,Bourbon,4,54.0,Kentucky,Port,Single Malt,108.82,False,2009,86.5,1,Medium,Premium
Buffalo Trace 14 Tequila Cask,Buffalo Trace,Rye,14,46.0,Canada,Tequila,Cask Strength,75.21,False,2001,94.2,3,High,Standard
Yamazaki 24 Port Cask,Yamazaki,Scotch,24,43.6,Speyside,Port,Blended,277.0,False,1998,95.3,2,Excellent,Exclusive
Jameson 10 Wine Cask,Jameson,Rye,10,52.0,Canada,Wine,Single Cask,187.33,False,1994,90.5,0,High,Exclusive
Jack Daniel's 13 Port Cask,Jack Daniel's,Japanese,13,42.7,Honshu,Port,Cask Strength,159.02,False,2017,89.9,0,Medium,Exclusive
Lagavulin 24 Port Cask,Lagavulin,Japanese,24,46.6,Hokkaido,Port,Blended,64.0,False,2019,96.2,1,Excellent,Standard
Jack Daniel's 29 Port Cask,Jack Daniel's,Bourbon,29,58.6,Kentucky,Port,Blended,100.92,False,2013,95.6,0,Excellent,Premium
Jameson 3 Tequila Cask,Jameson,Japanese,3,41.3,Hokkaido,Tequila,Single Malt,200.86,False,2009,89.9,1,Medium,Exclusive
Highland Park 5 Tequila Cask,Highland Park,Irish,5,57.1,Cork,Tequila,Single Cask,322.39,False,1996,87.1,1,Medium,Luxury
Jameson 25 Wine Cask,Jameson,Japanese,25,53.9,Honshu,Wine,Blended,50.19,False,1992,96.2,0,Excellent,Standard
Highland Park 23 Sherry Cask,Highland Park,Japanese,23,50.8,Honshu,Sherry,Single Cask,292.86,False,1998,93.9,0,High,Luxury
Macallan 3 Bourbon Cask,Macallan,Scotch,3,53.8,Highlands,Bourbon,Single Malt,190.96,False,2001,88.4,1,Medium,Exclusive
Highland Park 12 Rum Cask,Highland Park,Japanese,12,56.1,Hokkaido,Rum,Cask Strength,124.43,True,1994,88.4,1,Medium,Premium
Yamazaki 29 Bourbon Cask,Yamazaki,Rye,29,47.1,Canada,Bourbon,Blended,484.34,False,2022,95.5,1,Excellent,Luxury
Yamazaki NAS Bourbon Cask,Yamazaki,Japanese,0,56.5,Hokkaido,Bourbon,Single Malt,367.79,False,2002,87.9,2,Medium,Luxury
Highland Park 3 Tequila Cask,Highland Park,Japanese,3,58.6,Hokkaido,Tequila,Cask Strength,359.38,True,2019,89.6,0,Medium,Luxury
Jameson 21 Bourbon Cask,Jameson,Japanese,21,59.3,Hokkaido,Bourbon,Single Malt,267.71,False,2019,90.4,1,High,Exclusive
Lagavulin 18 Sherry Cask,Lagavulin,Rye,18,59.3,USA,Sherry,Cask Strength,215.64,True,2006,92.5,3,High,Exclusive
Highland Park 24 Tequila Cask,Highland Park,Rye,24,45.7,USA,Tequila,Single Cask,303.83,False,2001,96.2,2,Excellent,Luxury
Highland Park 23 Wine Cask,Highland Park,Bourbon,23,51.3,Tennessee,Wine,Single Malt,176.44,False,2003,94.9,2,High,Exclusive
Jack Daniel's 25 Tequila Cask,Jack Daniel's,Irish,25,46.0,Dublin,Tequila,Single Malt,391.8,False,2003,93.7,0,High,Luxury
Glenfiddich 23 Rum Cask,Glenfiddich,Japanese,23,43.8,Honshu,Rum,Blended,409.63,False,1998,92.7,0,High,Luxury
Jack Daniel's 12 Rum Cask,Jack Daniel's,Scotch,12,41.1,Highlands,Rum,Single Cask,368.98,False,2008,93.5,4,High,Luxury
Jack Daniel's NAS Rum Cask,Jack Daniel's,Japanese,0,47.2,Hokkaido,Rum,Blended,437.57,False,2019,84.2,1,Low,Luxury
Jameson 25 Tequila Cask,Jameson,Irish,25,46.4,Dublin,Tequila,Single Malt,60.53,False,1998,94.6,1,High,Standard
Jack Daniel's 7 Sherry Cask,Jack Daniel's,Rye,7,54.7,Canada,Sherry,Blended,261.69,True,2020,91.9,2,High,Exclusive
Jack Daniel's 3 Tequila Cask,Jack Daniel's,Irish,3,53.9,Dublin,Tequila,Blended,164.79,False,1994,88.3,1,Medium,Exclusive
Highland Park 27 Port Cask,Highland Park,Japanese,27,55.8,Honshu,Port,Single Cask,160.61,False,1996,97.8,5,Excellent,Exclusive
Buffalo Trace 30 Port Cask,Buffalo Trace,Bourbon,30,56.0,Kentucky,Port,Cask Strength,346.29,False,1991,91.2,1,High,Luxury
Jameson 22 Port Cask,Jameson,Scotch,22,56.6,Lowlands,Port,Blended,164.02,False,2006,90.5,0,High,Exclusive
Buffalo Trace 20 Port Cask,Buffalo Trace,Scotch,20,45.4,Lowlands,Port,Blended,141.25,False,1991,91.6,0,High,Exclusive
Highland Park NAS Tequila Cask,Highland Park,Irish,0,61.2,Unknown,Tequila,Single Cask,139.81,False,2003,90.4,5,High,Exclusive
Highland Park 30 Tequila Cask,Highland Park,Bourbon,30,40.1,Tennessee,Tequila,Cask Strength,366.5,False,2010,96.3,2,Excellent,Luxury
Jack Daniel's NAS Port Cask,Jack Daniel's,Rye,0,52.9,USA,Port,Cask Strength,425.86,False,2002,85.8,1,Medium,Luxury
Macallan 23 Sherry Cask,Macallan,Scotch,23,59.3,Speyside,Sherry,Single Malt,487.69,False,2000,92.8,2,High,Luxury
Jack Daniel's 13 Sherry Cask,Jack Daniel's,Irish,13,53.8,Dublin,Sherry,Single Cask,112.11,False,1999,90.3,0,High,Premium
Highland Park NAS Bourbon Cask,Highland Park,Irish,0,58.3,Cork,Bourbon,Cask Strength,45.68,False,2002,86.2,1,Medium,Basic
Glenfiddich 15 Rum Cask,Glenfiddich,Japanese,15,46.8,Honshu,Rum,Single Cask,156.09,False,2022,92.8,3,High,Exclusive
Ardbeg 15 Rum Cask,Ardbeg,Irish,15,52.4,Cork,Rum,Single Cask,394.32,False,2000,94.3,4,High,Luxury
Jack Daniel's 16 Bourbon Cask,Jack Daniel's,Japanese,16,50.8,Hokkaido,Bourbon,Blended,193.01,False,2024,90.8,2,High,Exclusive
Highland Park 20 Rum Cask,Highland Park,Bourbon,20,53.4,Tennessee,Rum,Single Cask,235.66,False,2002,94.5,2,High,Exclusive
Macallan NAS Bourbon Cask,Macallan,Bourbon,0,55.7,Kentucky,Bourbon,Single Cask,105.54,True,1998,85.9,1,Medium,Premium
Balvenie 14 Sherry Cask,Balvenie,Rye,14,56.3,USA,Sherry,Cask Strength,178.64,False,1991,93.4,3,High,Exclusive
Balvenie NAS Wine Cask,Balvenie,Scotch,0,41.2,Lowlands,Wine,Single Malt,123.93,True,1996,85.0,2,Medium,Premium
Ardbeg 5 Tequila Cask,Ardbeg,Rye,5,43.1,USA,Tequila,Cask Strength,155.72,False,1992,88.3,1,Medium,Exclusive
Lagavulin 9 Wine Cask,Lagavulin,Irish,9,40.4,Cork,Wine,Blended,215.54,False,2004,90.5,2,High,Exclusive
Glenfiddich 28 Rum Cask,Glenfiddich,Bourbon,28,55.4,Tennessee,Rum,Single Cask,71.34,False,2025,95.2,0,Excellent,Standard
Jack Daniel's 27 Rum Cask,Jack Daniel's,Rye,27,44.5,USA,Rum,Single Cask,361.37,False,1991,98.2,4,Excellent,Luxury
Balvenie NAS Rum Cask,Balvenie,Rye,0,51.8,Canada,Rum,Blended,426.65,False,2006,84.0,1,Low,Luxury
Jameson 8 Rum Cask,Jameson,Irish,8,44.2,Dublin,Rum,Single Malt,213.57,False,2016,88.0,1,Medium,Exclusive
Ardbeg 15 Tequila Cask,Ardbeg,Bourbon,15,47.2,Tennessee,Tequila,Blended,303.53,False,2007,92.6,3,High,Luxury
Yamazaki 28 Wine Cask,Yamazaki,Bourbon,28,51.1,Tennessee,Wine,Cask Strength,399.35,False,2023,97.3,3,Excellent,Luxury
Lagavulin 9 Wine Cask,Lagavulin,Irish,9,50.7,Cork,Wine,Single Cask,133.4,True,2001,88.0,1,Medium,Exclusive
Balvenie 15 Tequila Cask,Balvenie,Irish,15,51.5,Dublin,Tequila,Single Malt,306.2,False,2005,89.7,1,Medium,Luxury
Macallan 30 Wine Cask,Macallan,Bourbon,30,47.9,Tennessee,Wine,Blended,515.85,False,2005,101.2,4,Excellent,Luxury
Balvenie 13 Wine Cask,Balvenie,Scotch,13,54.5,Highlands,Wine,Single Malt,34.89,False,1998,92.1,2,High,Basic
Jack Daniel's 5 Rum Cask,Jack Daniel's,Rye,5,46.9,USA,Rum,Single Malt,208.86,False,2016,88.4,1,Medium,Exclusive
Jack Daniel's 13 Port Cask,Jack Daniel's,Japanese,13,47.9,Honshu,Port,Single Cask,270.57,False,2019,89.2,1,Medium,Exclusive
Highland Park NAS Tequila Cask,Highland Park,Bourbon,0,59.3,Kentucky,Tequila,Single Cask,173.5,False,2017,89.2,2,Medium,Exclusive
Macallan 7 Wine Cask,Macallan,Japanese,7,55.9,Honshu,Wine,Cask Strength,457.55,False,1996,89.7,2,Medium,Luxury
Lagavulin 17 Rum Cask,Lagavulin,Rye,17,48.4,USA,Rum,Cask Strength,41.59,False,2022,88.9,1,Medium,Basic
Macallan 27 Wine Cask,Macallan,Scotch,27,58.3,Islay,Wine,Cask Strength,252.05,False,2015,94.9,2,High,Exclusive
Glenfiddich 16 Bourbon Cask,Glenfiddich,Japanese,16,53.5,Honshu,Bourbon,Cask Strength,294.24,False,2024,92.0,1,High,Luxury
Glenfiddich 25 Wine Cask,Glenfiddich,Bourbon,25,57.8,Kentucky,Wine,Cask Strength,467.65,False,2010,94.8,3,High,Luxury
Balvenie 21 Port Cask,Balvenie,Rye,21,40.5,USA,Port,Single Malt,511.35,False,2023,93.4,1,High,Luxury
Jack Daniel's 24 Wine Cask,Jack Daniel's,Bourbon,24,50.5,Tennessee,Wine,Cask Strength,112.9,False,2023,94.8,0,High,Premium
Balvenie 30 Rum Cask,Balvenie,Irish,30,58.7,Dublin,Rum,Blended,93.95,False,2024,100.0,3,Excellent,Premium
Jack Daniel's 28 Rum Cask,Jack Daniel's,Rye,28,51.8,USA,Rum,Single Malt,169.2,False,1994,98.3,2,Excellent,Exclusive
Ardbeg 24 Sherry Cask,Ardbeg,Rye,24,49.8,USA,Sherry,Single Cask,401.9,False,2016,94.2,1,High,Luxury
Highland Park 27 Rum Cask,Highland Park,Irish,27,54.8,Dublin,Rum,Cask Strength,56.62,False,2022,95.2,1,Excellent,Standard
Balvenie 16 Sherry Cask,Balvenie,Rye,16,43.7,Canada,Sherry,Cask Strength,297.2,False,1997,93.2,3,High,Luxury
Highland Park 10 Tequila Cask,Highland Park,Japanese,10,43.0,Hokkaido,Tequila,Cask Strength,180.1,True,1994,88.0,0,Medium,Exclusive
Balvenie 6 Sherry Cask,Balvenie,Rye,6,48.8,Canada,Sherry,Blended,365.5,False,2019,86.8,0,Medium,Luxury
Ardbeg 23 Port Cask,Ardbeg,Bourbon,23,52.4,Kentucky,Port,Single Malt,182.78,False,2001,93.9,1,High,Exclusive
Jameson NAS Rum Cask,Jameson,Irish,0,58.2,Cork,Rum,Blended,241.3,False,2001,86.7,1,Medium,Exclusive
Yamazaki 22 Sherry Cask,Yamazaki,Japanese,22,46.2,Hokkaido,Sherry,Cask Strength,425.02,False,1998,90.5,0,High,Luxury
Balvenie NAS Tequila Cask,Balvenie,Irish,0,38.0,Unknown,Tequila,Single Malt,55.75,True,2012,88.8,0,Medium,Standard
Jameson 9 Bourbon Cask,Jameson,Irish,9,47.4,Dublin,Bourbon,Blended,186.23,True,2007,89.2,1,Medium,Exclusive
Glenfiddich 21 Rum Cask,Glenfiddich,Japanese,21,49.4,Hokkaido,Rum,Blended,136.12,False,2022,89.3,0,Medium,Exclusive
Yamazaki 19 Port Cask,Yamazaki,Scotch,19,49.7,Highlands,Port,Single Cask,209.52,False,2015,91.9,1,High,Exclusive
Highland Park 19 Bourbon Cask,Highland Park,Irish,19,58.8,Dublin,Bourbon,Single Malt,251.46,False,1992,90.5,1,High,Exclusive
Lagavulin 8 Bourbon Cask,Lagavulin,Japanese,8,51.6,Hokkaido,Bourbon,Single Cask,183.94,False,2002,87.5,0,Medium,Exclusive
Jameson 23 Sherry Cask,Jameson,Japanese,23,42.2,Hokkaido,Sherry,Blended,431.01,False,2024,91.8,1,High,Luxury
Glenfiddich 16 Wine Cask,Glenfiddich,Japanese,16,57.0,Honshu,Wine,Single Cask,420.61,True,2017,92.5,3,High,Luxury
Yamazaki NAS Rum Cask,Yamazaki,Rye,0,48.8,Canada,Rum,Cask Strength,70.07,True,2000,87.3,2,Medium,Standard
Lagavulin 8 Wine Cask,Lagavulin,Japanese,8,41.4,Honshu,Wine,Single Cask,445.28,False,2019,86.6,0,Medium,Luxury
Jameson 5 Tequila Cask,Jameson,Scotch,5,48.4,Highlands,Tequila,Blended,459.16,False,2018,84.8,0,Low,Luxury
Glenfiddich 6 Wine Cask,Glenfiddich,Rye,6,41.1,Canada,Wine,Single Malt,185.6,False,1991,89.8,1,Medium,Exclusive
Lagavulin NAS Bourbon Cask,Lagavulin,Rye,0,54.3,Canada,Bourbon,Cask Strength,546.61,False,2024,86.6,1,Medium,Luxury
Yamazaki 12 Rum Cask,Yamazaki,Bourbon,12,48.0,Kentucky,Rum,Cask Strength,413.98,False,2001,88.5,2,Medium,Luxury
Ardbeg 25 Bourbon Cask,Ardbeg,Japanese,25,51.7,Hokkaido,Bourbon,Single Malt,205.78,False,2002,95.0,3,Excellent,Exclusive
Jack Daniel's 10 Port Cask,Jack Daniel's,Rye,10,44.5,Canada,Port,Single Cask,301.1,False,2016,91.0,1,High,Luxury
Ardbeg 26 Wine Cask,Ardbeg,Rye,26,56.5,USA,Wine,Single Cask,447.0,False,2000,95.6,4,Excellent,Luxury
Highland Park 28 Port Cask,Highland Park,Japanese,28,58.1,Hokkaido,Port,Single Cask,302.83,False,2001,98.3,1,Excellent,Luxury
Glenfiddich 22 Bourbon Cask,Glenfiddich,Japanese,22,58.8,Honshu,Bourbon,Blended,518.85,False,2001,92.2,1,High,Luxury
Macallan 27 Sherry Cask,Macallan,Japanese,27,58.7,Hokkaido,Sherry,Single Malt,253.54,False,2024,94.8,0,High,Exclusive
Buffalo Trace 3 Sherry Cask,Buffalo Trace,Irish,3,58.2,Dublin,Sherry,Cask Strength,215.91,False,2023,87.4,2,Medium,Exclusive
Jack Daniel's 24 Wine Cask,Jack Daniel's,Scotch,24,47.3,Lowlands,Wine,Cask Strength,123.93,False,2002,92.0,2,High,Premium
Ardbeg 4 Sherry Cask,Ardbeg,Irish,4,48.2,Dublin,Sherry,Cask Strength,313.11,False,2023,89.1,2,Medium,Luxury
Jameson 24 Rum Cask,Jameson,Scotch,24,49.5,Lowlands,Rum,Blended,408.76,False,2018,93.7,3,High,Luxury
Jack Daniel's 22 Port Cask,Jack Daniel's,Rye,22,46.8,Canada,Port,Single Cask,311.59,False,2021,90.1,0,High,Luxury
Yamazaki 14 Bourbon Cask,Yamazaki,Scotch,14,59.1,Speyside,Bourbon,Single Cask,102.15,False,2024,92.2,2,High,Premium
Yamazaki 6 Wine Cask,Yamazaki,Japanese,6,54.5,Hokkaido,Wine,Single Malt,178.62,True,2001,86.7,1,Medium,Exclusive
Glenfiddich 19 Port Cask,Glenfiddich,Bourbon,19,56.3,Kentucky,Port,Single Cask,132.99,False,2015,94.6,1,High,Exclusive
Yamazaki 8 Wine Cask,Yamazaki,Rye,8,56.8,Canada,Wine,Cask Strength,170.42,False,2018,90.2,1,High,Exclusive
Highland Park 20 Sherry Cask,Highland Park,Bourbon,20,46.1,Tennessee,Sherry,Cask Strength,535.88,False,2007,91.3,0,High,Luxury
Balvenie 24 Bourbon Cask,Balvenie,Scotch,24,48.1,Speyside,Bourbon,Single Cask,435.37,False,1990,93.4,3,High,Luxury
Highland Park 21 Port Cask,Highland Park,Scotch,21,47.9,Lowlands,Port,Single Malt,284.17,True,1990,93.2,0,High,Luxury
Macallan 14 Tequila Cask,Macallan,Japanese,14,55.1,Honshu,Tequila,Single Cask,287.44,False,1995,91.2,2,High,Luxury
Yamazaki 27 Tequila Cask,Yamazaki,Scotch,27,58.8,Islay,Tequila,Blended,291.38,False,1996,94.0,1,High,Luxury
Highland Park 13 Rum Cask,Highland Park,Japanese,13,57.1,Honshu,Rum,Cask Strength,385.67,False,2003,86.5,0,Medium,Luxury
Ardbeg 24 Wine Cask,Ardbeg,Irish,24,48.0,Cork,Wine,Blended,112.0,False,1994,90.5,0,High,Premium
Glenfiddich 6 Rum Cask,Glenfiddich,Scotch,6,47.1,Lowlands,Rum,Cask Strength,195.19,False,1994,87.5,1,Medium,Exclusive
Balvenie 16 Sherry Cask,Balvenie,Rye,16,54.8,Canada,Sherry,Single Cask,349.81,False,1995,90.2,1,High,Luxury
Yamazaki 30 Wine Cask,Yamazaki,Rye,30,43.6,Canada,Wine,Blended,40.0,False,2004,95.4,0,Excellent,Basic
Lagavulin 21 Wine Cask,Lagavulin,Irish,21,48.2,Dublin,Wine,Single Malt,241.36,False,2001,93.2,3,High,Exclusive
Balvenie 14 Wine Cask,Balvenie,Rye,14,55.7,USA,Wine,Single Malt,408.26,False,2015,90.6,1,High,Luxury
Ardbeg 14 Wine Cask,Ardbeg,Rye,14,41.0,USA,Wine,Cask Strength,274.24,False,2004,91.4,2,High,Exclusive
Jameson 8 Port Cask,Jameson,Irish,8,44.9,Cork,Port,Cask Strength,76.28,True,1990,88.2,1,Medium,Standard
Lagavulin 17 Sherry Cask,Lagavulin,Rye,17,42.2,USA,Sherry,Single Malt,230.91,False,2024,90.4,0,High,Exclusive
Jameson 15 Rum Cask,Jameson,Scotch,15,50.7,Islay,Rum,Single Malt,479.95,False,1997,91.7,1,High,Luxury
Lagavulin 11 Tequila Cask,Lagavulin,Irish,11,41.3,Dublin,Tequila,Single Cask,163.73,True,2001,90.2,1,High,Exclusive
Macallan NAS Port Cask,Macallan,Bourbon,0,42.2,Tennessee,Port,Cask Strength,225.88,False,2015,85.4,0,Medium,Exclusive
Ardbeg NAS Sherry Cask,Ardbeg,Scotch,0,50.3,Highlands,Sherry,Blended,374.01,False,2021,86.9,1,Medium,Luxury
Glenfiddich 20 Port Cask,Glenfiddich,Japanese,20,56.4,Hokkaido,Port,Single Malt,356.19,False,2013,92.7,2,High,Luxury
